county,state,year,office,dem_votes,rep_votes,total_votes,cvap,treat,treat_year,dem_share,rep_share,turnout,log_cvap,county_id,state_year,county_idx,state_year_idx,year_2020,year_2022,year_2024,state_CA,state_UT,state_WA
Lassen,CA,2024,pres,2478.0,8619.0,11371.0,26653,0,inf,0.22330359556636928,0.7766964044336307,0.4266311484635876,10.190656993614896,CA_Lassen,CA_2024,17,2,0,0,1,1,0,0
Los Angeles,CA,2024,pres,2417109.0,1189862.0,3729089.0,6648717,1,2020.0,0.6701215507416056,0.3298784492583944,0.560873473784491,15.709934461687373,CA_Los Angeles,CA_2024,18,2,0,0,1,1,0,0
Madera,CA,2024,pres,20981.0,32344.0,54632.0,96772,1,2018.0,0.393455227379278,0.606544772620722,0.564543462985161,11.480112975223678,CA_Madera,CA_2024,19,2,0,0,1,1,0,0
Marin,CA,2024,pres,116152.0,24054.0,144129.0,195617,1,2022.0,0.8284381552857938,0.17156184471420624,0.7367917921244064,12.183913944871659,CA_Marin,CA_2024,20,2,0,0,1,1,0,0
Mariposa,CA,2024,pres,3622.0,5625.0,9509.0,14840,1,2020.0,0.39169460365523956,0.6083053963447604,0.6407681940700809,9.605081516721372,CA_Mariposa,CA_2024,21,2,0,0,1,1,0,0
Mendocino,CA,2024,pres,24049.0,13528.0,39219.0,65449,0,inf,0.6399925486334727,0.3600074513665274,0.5992299347583615,11.089026492382516,CA_Mendocino,CA_2024,22,2,0,0,1,1,0,0
Merced,CA,2024,pres,40190.0,43955.0,86411.0,158061,1,2022.0,0.4776279042129657,0.5223720957870343,0.5466939978868918,11.970736313450328,CA_Merced,CA_2024,23,2,0,0,1,1,0,0
Modoc,CA,2024,pres,1008.0,2884.0,4016.0,7139,0,inf,0.2589928057553957,0.7410071942446043,0.5625437736377644,8.87332798950246,CA_Modoc,CA_2024,24,2,0,0,1,1,0,0
Mono,CA,2024,pres,3522.0,2294.0,6064.0,10282,0,inf,0.6055708390646493,0.39442916093535074,0.589768527523828,9.23815007261545,CA_Mono,CA_2024,25,2,0,0,1,1,0,0
Monterey,CA,2024,pres,93060.0,49226.0,146754.0,244557,0,inf,0.6540348312553589,0.34596516874464106,0.6000809627203474,12.407203689561115,CA_Monterey,CA_2024,26,2,0,0,1,1,0,0
Napa,CA,2024,pres,43212.0,20357.0,65561.0,100583,1,2018.0,0.6797652944045054,0.32023470559549466,0.6518099480031417,11.51873853628452,CA_Napa,CA_2024,27,2,0,0,1,1,0,0
Nevada,CA,2024,pres,33784.0,26177.0,62144.0,83665,1,2018.0,0.5634328980503994,0.4365671019496006,0.7427717683619196,11.334576008928673,CA_Nevada,CA_2024,28,2,0,0,1,1,0,0
Orange,CA,2024,pres,691731.0,654815.0,1391307.0,2164334,1,2020.0,0.5137076639045379,0.486292336095462,0.6428337770418059,14.587623250846493,CA_Orange,CA_2024,29,2,0,0,1,1,0,0
Placer,CA,2024,pres,103958.0,123941.0,234871.0,297632,1,2024.0,0.4561582104353244,0.5438417895646755,0.7891322169659176,12.603613103042193,CA_Placer,CA_2024,30,2,0,0,1,1,0,0
Plumas,CA,2024,pres,4020.0,5725.0,10070.0,16154,0,inf,0.4125192406362237,0.5874807593637763,0.6233750154760431,9.689922976002242,CA_Plumas,CA_2024,31,2,0,0,1,1,0,0
Riverside,CA,2024,pres,451782.0,463677.0,940510.0,1613468,1,2022.0,0.4935032590208846,0.5064967409791153,0.5829120875034398,14.293896457615569,CA_Riverside,CA_2024,32,2,0,0,1,1,0,0
Sacramento,CA,2024,pres,381564.0,252140.0,656747.0,1089203,1,2018.0,0.6021170767424538,0.3978829232575461,0.6029610641909726,13.900956794093043,CA_Sacramento,CA_2024,33,2,0,0,1,1,0,0
San Benito,CA,2024,pres,15179.0,11702.0,27652.0,39432,1,2022.0,0.5646739332614114,0.4353260667385886,0.7012578616352201,10.582332948385213,CA_San Benito,CA_2024,34,2,0,0,1,1,0,0
San Bernardino,CA,2024,pres,362114.0,378416.0,761846.0,1428689,0,inf,0.48899301851376714,0.5110069814862328,0.5332483136637854,14.172267798516547,CA_San Bernardino,CA_2024,35,2,0,0,1,1,0,0
San Diego,CA,2024,pres,841372.0,593270.0,1478028.0,2371548,1,2022.0,0.5864682617684411,0.4135317382315588,0.6232334323403954,14.679053464449147,CA_San Diego,CA_2024,36,2,0,0,1,1,0,0
San Francisco,CA,2024,pres,323719.0,62594.0,402997.0,685337,0,inf,0.8379707646390362,0.16202923536096378,0.5880274959618407,13.437665967069323,CA_San Francisco,CA_2024,37,2,0,0,1,1,0,0
San Joaquin,CA,2024,pres,126647.0,128996.0,263709.0,475913,0,inf,0.4954057024835415,0.5045942975164585,0.5541117809347507,13.072990343399272,CA_San Joaquin,CA_2024,38,2,0,0,1,1,0,0
San Luis Obispo,CA,2024,pres,81314.0,64932.0,150812.0,230035,0,inf,0.5560083694596776,0.4439916305403225,0.6556045819114482,12.345986750241101,CA_San Luis Obispo,CA_2024,39,2,0,0,1,1,0,0
San Mateo,CA,2024,pres,242957.0,76616.0,330565.0,528028,1,2018.0,0.7602550903862342,0.23974490961376588,0.6260368768322891,13.176904591585371,CA_San Mateo,CA_2024,40,2,0,0,1,1,0,0
Santa Barbara,CA,2024,pres,114149.0,64870.0,184781.0,298602,0,inf,0.6376362285567454,0.3623637714432546,0.6188203695889511,12.60686686198844,CA_Santa Barbara,CA_2024,41,2,0,0,1,1,0,0
Santa Clara,CA,2024,pres,510744.0,210924.0,750606.0,1240459,1,2020.0,0.7077270988875771,0.2922729011124229,0.6051034334871205,14.030992030378753,CA_Santa Clara,CA_2024,42,2,0,0,1,1,0,0
Santa Cruz,CA,2024,pres,100998.0,27978.0,134155.0,202285,1,2022.0,0.7830759211016003,0.2169240788983997,0.6631979632696443,12.217432873100808,CA_Santa Cruz,CA_2024,43,2,0,0,1,1,0,0
Shasta,CA,2024,pres,27130.0,59539.0,88919.0,144175,0,inf,0.3130300338067821,0.6869699661932179,0.6167435408357899,11.878783118483613,CA_Shasta,CA_2024,44,2,0,0,1,1,0,0
Sierra,CA,2024,pres,641.0,1066.0,1755.0,2597,0,inf,0.37551259519625074,0.6244874048037493,0.6757797458606084,7.862112211662748,CA_Sierra,CA_2024,45,2,0,0,1,1,0,0
Siskiyou,CA,2024,pres,8329.0,12461.0,21498.0,35812,0,inf,0.4006253006253006,0.5993746993746993,0.6003015748910979,10.486038311754047,CA_Siskiyou,CA_2024,46,2,0,0,1,1,0,0
Solano,CA,2024,pres,113997.0,70345.0,189883.0,324428,0,inf,0.6183994965878639,0.38160050341213614,0.5852854870726324,12.689818910692214,CA_Solano,CA_2024,47,2,0,0,1,1,0,0
Sonoma,CA,2024,pres,179600.0,63426.0,251465.0,377381,1,2022.0,0.7390155785800696,0.2609844214199304,0.6663425026697157,12.841010566187153,CA_Sonoma,CA_2024,48,2,0,0,1,1,0,0
Stanislaus,CA,2024,pres,85347.0,106986.0,197525.0,355115,1,2022.0,0.44374600302600176,0.5562539969739982,0.5562282640834659,12.780196959661104,CA_Stanislaus,CA_2024,49,2,0,0,1,1,0,0
Sutter,CA,2024,pres,13016.0,25372.0,39339.0,64527,0,inf,0.33906429092424717,0.6609357090757528,0.6096517736761355,11.074839019844543,CA_Sutter,CA_2024,50,2,0,0,1,1,0,0
Tehama,CA,2024,pres,7415.0,18503.0,26536.0,47933,0,inf,0.2860946060652828,0.7139053939347172,0.5536060751465587,10.777559481473872,CA_Tehama,CA_2024,51,2,0,0,1,1,0,0
Trinity,CA,2024,pres,2449.0,2979.0,5646.0,10976,0,inf,0.45117907148120856,0.5488209285187915,0.5143950437317785,9.303466349965667,CA_Trinity,CA_2024,52,2,0,0,1,1,0,0
Tulare,CA,2024,pres,53221.0,81854.0,138309.0,268047,0,inf,0.39401073477697574,0.6059892652230242,0.5159878677993038,12.498917617251251,CA_Tulare,CA_2024,53,2,0,0,1,1,0,0
Tuolumne,CA,2024,pres,10909.0,17210.0,28816.0,46788,1,2020.0,0.38795831999715497,0.6120416800028451,0.6158844148072156,10.753382038770598,CA_Tuolumne,CA_2024,54,2,0,0,1,1,0,0
Ventura,CA,2024,pres,217424.0,158901.0,387704.0,591347,1,2022.0,0.5777559290506876,0.42224407094931243,0.6556285903200659,13.290158264528658,CA_Ventura,CA_2024,55,2,0,0,1,1,0,0
Yolo,CA,2024,pres,61405.0,27844.0,92621.0,153196,1,2022.0,0.6880189133771807,0.3119810866228193,0.6045915036946135,11.93947342628719,CA_Yolo,CA_2024,56,2,0,0,1,1,0,0
Yuba,CA,2024,pres,10725.0,18491.0,30072.0,53190,0,inf,0.3670933734939759,0.6329066265060241,0.5653694303440496,10.881625687736364,CA_Yuba,CA_2024,57,2,0,0,1,1,0,0
