state,county,county_id,year,prim_or_gen,treat,turnout_share,state_year,period,post_2018,dem_share,dem_share_gov,dem_share_pres,cvap,ballots_cast,vbm_share,share_votes_dem,office,year2,state_year_id
CA,Monterey,27,2024,general,0,0.5571428571428572,CA_2024,extension,1,0.6868686868686869,,0.6868686868686869,280000.0,156000.0,,,presidential,4096576,13
CA,Napa,28,1998,general,0,0.5426124334335327,CA_1998,original,0,0.6294571161270142,0.6294571161270142,,81325.0,43680.0,0.27241302,0.48483586,,3992004,0
CA,Napa,28,2000,general,0,,CA_2000,original,0,,,0.5765852928161621,,,,0.4816858,,4000000,1
CA,Napa,28,2002,general,0,0.46121418476104736,CA_2002,original,0,0.565050482749939,0.565050482749939,,,37889.0,0.2692866,0.48889476,,4008004,2
CA,Napa,28,2004,general,0,0.6880896091461182,CA_2004,original,0,,,0.604145348072052,,57095.0,0.38201243,0.4767854,,4016016,3
CA,Napa,28,2006,general,0,0.5187486410140991,CA_2006,original,0,0.4158121347427368,0.4158121347427368,,,43472.0,0.44614926,0.48847565,,4024036,4
CA,Napa,28,2008,general,0,0.7133166193962097,CA_2008,original,0,,,0.6659866571426392,,60366.0,0.27503893,0.48329285,,4032064,5
CA,Napa,28,2010,general,0,0.5542857050895691,CA_2010,original,0,0.5996102094650269,0.5996102094650269,,86275.0,47821.0,0.30338135,0.47927058,,4040100,6
CA,Napa,28,2012,general,0,0.6557735204696655,CA_2012,original,0,,,0.6475196480751038,87945.0,57672.0,0.89161116,0.48118556,,4048144,7
CA,Napa,28,2014,general,0,0.42814069986343384,CA_2014,original,0,0.6818625330924988,0.6818625330924988,,90545.0,38766.0,0.93816745,0.48314738,,4056196,8
CA,Napa,28,2016,general,0,0.6803075671195984,CA_2016,original,0,,,0.6924394965171814,92980.0,63255.0,0.9283851,0.48187032,,4064256,9
CA,Napa,28,2018,general,1,0.60208660364151,CA_2018,original,0,0.648002564907074,0.648002564907074,,94890.0,57132.0,0.99926484,0.4818875,,4072324,10
CA,Napa,28,2020,general,1,0.6608598130841121,CA_2020,extension,1,0.6596393529567753,,0.6596393529567753,107000.0,70712.0,,,presidential,4080400,11
CA,Napa,28,2022,general,1,0.5063738317757009,CA_2022,extension,1,0.679188035861097,0.679188035861097,,107000.0,54182.0,,,governor,4088484,12
CA,Napa,28,2024,general,1,0.6448598130841121,CA_2024,extension,1,0.6363636363636364,,0.6363636363636364,107000.0,69000.0,,,presidential,4096576,13
CA,Nevada,29,1998,general,0,0.5801384449005127,CA_1998,original,0,0.47049030661582947,0.47049030661582947,,69110.0,39296.0,0.26575223,0.37467882,,3992004,0
CA,Nevada,29,2000,general,0,,CA_2000,original,0,,,0.4046441316604614,,,,0.3758181,,4000000,1
CA,Nevada,29,2002,general,0,0.5724667310714722,CA_2002,original,0,0.393323689699173,0.393323689699173,,,40350.0,0.3091202,0.37366268,,4008004,2
CA,Nevada,29,2004,general,0,0.7585421800613403,CA_2004,original,0,,,0.4568949341773987,,54508.0,0.49611065,0.37579808,,4016016,3
CA,Nevada,29,2006,general,0,0.6007646322250366,CA_2006,original,0,0.292874276638031,0.292874276638031,,,43996.0,0.5519593,0.3843157,,4024036,4
CA,Nevada,29,2008,general,0,0.7529643774032593,CA_2008,original,0,,,0.5272107720375061,,56177.0,0.69505316,0.3813117,,4032064,5
CA,Nevada,29,2010,general,0,0.6544100046157837,CA_2010,original,0,0.47914981842041016,0.47914981842041016,,75850.0,49637.0,0.73846126,0.37928292,,4040100,6
CA,Nevada,29,2012,general,0,0.6764732599258423,CA_2012,original,0,,,0.4967471659183502,77125.0,52173.0,0.7355337,0.38174793,,4048144,7
CA,Nevada,29,2014,general,0,0.510617196559906,CA_2014,original,0,0.5463211536407471,0.5463211536407471,,77610.0,39629.0,0.76322895,0.387065,,4056196,8
CA,Nevada,29,2016,general,0,0.726110577583313,CA_2016,original,0,,,0.5271965861320496,78225.0,56800.0,0.77917254,0.38496837,,4064256,9
CA,Nevada,29,2018,general,1,0.6967692971229553,CA_2018,original,0,0.5293472409248352,0.5293472409248352,,78930.0,54996.0,0.9443778,0.39026302,,4072324,10
CA,Nevada,29,2020,general,1,0.8265731707317073,CA_2020,extension,1,0.47451631755405865,,0.47451631755405865,82000.0,67779.0,,,presidential,4080400,11
CA,Nevada,29,2022,general,1,0.6643292682926829,CA_2022,extension,1,0.45759075269648586,0.45759075269648586,,82000.0,54475.0,,,governor,4088484,12
CA,Nevada,29,2024,general,1,0.823170731707317,CA_2024,extension,1,0.4496124031007752,,0.4496124031007752,82000.0,67500.0,,,presidential,4096576,13
CA,Orange,30,1998,general,0,0.4509422779083252,CA_1998,original,0,0.46187007427215576,0.46187007427215576,,1631415.0,721094.0,0.25130844,0.30559605,,3992004,0
CA,Orange,30,2000,general,0,,CA_2000,original,0,,,0.4199029505252838,,,,0.30889753,,4000000,1
CA,Orange,30,2002,general,0,0.3980748951435089,CA_2002,original,0,0.37633174657821655,0.37633174657821655,,,662296.0,0.2879015,0.30459112,,4008004,2
CA,Orange,30,2004,general,0,0.6452557444572449,CA_2004,original,0,,,0.39510929584503174,,1094405.0,0.3903016,0.30811632,,4016016,3
CA,Orange,30,2006,general,0,0.4375971555709839,CA_2006,original,0,0.2675919830799103,0.2675919830799103,,,756348.0,0.48221585,0.3138643,,4024036,4
CA,Orange,30,2008,general,0,0.6631611585617065,CA_2008,original,0,,,0.4869283139705658,,1167657.0,0.46544147,0.3256207,,4032064,5
CA,Orange,30,2010,general,0,0.5007930994033813,CA_2010,original,0,0.39667680859565735,0.39667680859565735,,1793565.0,898205.0,0.5189873,0.31533957,,4040100,6
CA,Orange,30,2012,general,0,0.609391987323761,CA_2012,original,0,,,0.46807920932769775,1859565.0,1133204.0,0.5128697,0.3289497,,4048144,7
CA,Orange,30,2014,general,0,0.3310832381248474,CA_2014,original,0,0.4443131983280182,0.4443131983280182,,1934130.0,640358.0,0.60573304,0.31647474,,4056196,8
CA,Orange,30,2016,general,0,0.6236518025398254,CA_2016,original,0,,,0.5460174679756165,1987335.0,1239405.0,0.5830249,0.34525692,,4064256,9
CA,Orange,30,2018,general,0,0.5420293211936951,CA_2018,original,0,0.5014293789863586,0.5014293789863586,,2041825.0,1106729.0,0.6445173,0.34966478,,4072324,10
CA,Orange,30,2020,general,1,0.6830665217391304,CA_2020,extension,1,0.5378411134594648,,0.5378411134594648,2300000.0,1571053.0,,,presidential,4080400,11
CA,Orange,30,2022,general,1,0.48187521739130434,CA_2022,extension,1,0.5478255308140884,0.5478255308140884,,2300000.0,1108313.0,,,governor,4088484,12
CA,Orange,30,2024,general,1,0.6782608695652174,CA_2024,extension,1,0.52,,0.52,2300000.0,1560000.0,,,presidential,4096576,13
CA,Placer,31,1998,general,0,0.5557373762130737,CA_1998,original,0,0.447900652885437,0.447900652885437,,175125.0,89784.0,0.2917112,0.31313938,,3992004,0
CA,Placer,31,2000,general,0,,CA_2000,original,0,,,0.378050297498703,,,,0.30439582,,4000000,1
CA,Placer,31,2002,general,0,0.5262129306793213,CA_2002,original,0,0.32708510756492615,0.32708510756492615,,,99292.0,0.3253535,0.29711872,,4008004,2
CA,Placer,31,2004,general,0,0.763859748840332,CA_2004,original,0,,,0.36671683192253113,,154497.0,0.39419535,0.29669476,,4016016,3
CA,Placer,31,2006,general,0,0.5822402238845825,CA_2006,original,0,0.2251400649547577,0.2251400649547577,,,125662.0,0.5059923,0.30417502,,4024036,4
CA,Placer,31,2008,general,0,0.7638245820999146,CA_2008,original,0,,,0.4424625635147095,,175215.0,0.55577433,0.30025768,,4032064,5
CA,Placer,31,2010,general,0,0.6092192530632019,CA_2010,original,0,0.4013354182243347,0.4013354182243347,,238305.0,145180.0,0.5900675,0.29676,,4040100,6
CA,Placer,31,2012,general,0,0.6907931566238403,CA_2012,original,0,,,0.4007340669631958,250085.0,172757.0,0.66906697,0.2963961,,4048144,7
CA,Placer,31,2014,general,0,0.44176098704338074,CA_2014,original,0,0.45408302545547485,0.45408302545547485,,261560.0,115547.0,0.7269856,0.29958332,,4056196,8
CA,Placer,31,2016,general,0,0.7025273442268372,CA_2016,original,0,,,0.43587493896484375,271235.0,190550.0,0.6935975,0.29776195,,4064256,9
CA,Placer,31,2018,general,0,0.6329575777053833,CA_2018,original,0,0.4119662344455719,0.4119662344455719,,280785.0,177725.0,0.73613167,0.3040568,,4072324,10
CA,Placer,31,2020,general,0,0.8473766666666667,CA_2020,extension,1,0.42390477670284016,,0.42390477670284016,300000.0,254213.0,,,presidential,4080400,11
CA,Placer,31,2022,general,1,0.6834433333333333,CA_2022,extension,1,0.40067045396386713,0.40067045396386713,,300000.0,205033.0,,,governor,4088484,12
CA,Placer,31,2024,general,1,0.8433333333333334,CA_2024,extension,1,0.40329218106995884,,0.40329218106995884,300000.0,253000.0,,,presidential,4096576,13
CA,Plumas,32,1998,general,0,0.5509131550788879,CA_1998,original,0,0.4570179581642151,0.4570179581642151,,15885.0,8698.0,0.32490227,0.34554335,,3992004,0
CA,Plumas,32,2000,general,0,,CA_2000,original,0,,,0.35282114148139954,,,,0.3127355,,4000000,1
CA,Plumas,32,2002,general,0,0.5067055821418762,CA_2002,original,0,0.37608569860458374,0.37608569860458374,,,8098.0,0.37873548,0.31181568,,4008004,2
CA,Plumas,32,2004,general,0,0.7023738026618958,CA_2004,original,0,,,0.3742069900035858,,11293.0,0.46382716,0.3081129,,4016016,3
CA,Plumas,32,2006,general,0,0.5561050772666931,CA_2006,original,0,0.2626286745071411,0.2626286745071411,,,8995.0,0.5626459,0.31654176,,4024036,4
CA,Plumas,32,2008,general,0,0.6864078640937805,CA_2008,original,0,,,0.4386046528816223,,11169.0,0.58742946,0.3050095,,4032064,5
CA,Plumas,32,2010,general,0,0.5868207216262817,CA_2010,original,0,0.39990711212158203,0.39990711212158203,,16010.0,9395.0,0.6900479,0.30077583,,4040100,6
CA,Plumas,32,2012,general,0,0.6403281688690186,CA_2012,original,0,,,0.41305017471313477,15845.0,10146.0,0.7105263,0.30142787,,4048144,7
CA,Plumas,32,2014,general,0,0.4680452346801758,CA_2014,original,0,0.41745248436927795,0.41745248436927795,,15475.0,7243.0,0.7622532,0.3046762,,4056196,8
CA,Plumas,32,2016,general,0,0.663189172744751,CA_2016,original,0,,,0.3895708918571472,15145.0,10044.0,1.0,0.29577157,,4064256,9
CA,Plumas,32,2018,general,0,0.6161417365074158,CA_2018,original,0,0.3715367913246155,0.3715367913246155,,15240.0,9390.0,1.0,0.29891244,,4072324,10
CA,Plumas,32,2020,general,0,0.7996875,CA_2020,extension,1,0.3870627384140898,,0.3870627384140898,16000.0,12795.0,,,presidential,4080400,11
CA,Plumas,32,2022,general,0,0.6203125,CA_2022,extension,1,0.35675163261006954,0.35675163261006954,,16000.0,9925.0,,,governor,4088484,12
CA,Plumas,32,2024,general,0,0.79375,CA_2024,extension,1,0.36065573770491804,,0.36065573770491804,16000.0,12700.0,,,presidential,4096576,13
CA,Riverside,33,1998,general,0,0.40035280585289,CA_1998,original,0,0.5279732942581177,0.5279732942581177,,918775.0,343458.0,0.2477712,0.36585078,,3992004,0
CA,Riverside,33,2000,general,0,,CA_2000,original,0,,,0.46619459986686707,,,,0.3725711,,4000000,1
CA,Riverside,33,2002,general,0,0.31638675928115845,CA_2002,original,0,0.4331727623939514,0.4331727623939514,,,309952.0,0.28938028,0.3664673,,4008004,2
CA,Riverside,33,2004,general,0,0.5405784845352173,CA_2004,original,0,,,0.41504573822021484,,562498.0,0.34299678,0.35935295,,4016016,3
CA,Riverside,33,2006,general,0,0.3549533188343048,CA_2006,original,0,0.31488314270973206,0.31488314270973206,,,390958.0,0.40870118,0.36695355,,4024036,4
CA,Riverside,33,2008,general,0,0.5652523040771484,CA_2008,original,0,,,0.5117910504341125,,657005.0,0.4152769,0.37785244,,4032064,5
CA,Riverside,33,2010,general,0,0.3952890634536743,CA_2010,original,0,0.4575873911380768,0.4575873911380768,,1244760.0,492040.0,0.48118243,0.36690834,,4040100,6
CA,Riverside,33,2012,general,0,0.5069015026092529,CA_2012,original,0,,,0.5084488391876221,1321020.0,669627.0,0.55480886,0.38253444,,4048144,7
CA,Riverside,33,2014,general,0,0.2565416395664215,CA_2014,original,0,0.4708596169948578,0.4708596169948578,,1394565.0,357764.0,0.6510856,0.37038174,,4056196,8
CA,Riverside,33,2016,general,0,0.5292897820472717,CA_2016,original,0,,,0.5286107063293457,1453255.0,769193.0,0.6559537,0.38840726,,4064256,9
CA,Riverside,33,2018,general,0,0.42738839983940125,CA_2018,original,0,0.4981326460838318,0.4981326460838318,,1522140.0,650545.0,0.700857,0.38700098,,4072324,10
CA,Riverside,33,2020,general,0,0.5679642424242424,CA_2020,extension,1,0.4970814257865657,,0.4970814257865657,1650000.0,937141.0,,,presidential,4080400,11
CA,Riverside,33,2022,general,1,0.4367381818181818,CA_2022,extension,1,0.4805257799083206,0.4805257799083206,,1650000.0,720618.0,,,governor,4088484,12
CA,Riverside,33,2024,general,1,0.5666666666666667,CA_2024,extension,1,0.4777777777777778,,0.4777777777777778,1650000.0,935000.0,,,presidential,4096576,13
CA,Sacramento,34,1998,general,0,0.47627338767051697,CA_1998,original,0,0.5913274884223938,0.5913274884223938,,796640.0,369395.0,0.2201248,0.46093246,,3992004,0
CA,Sacramento,34,2000,general,0,,CA_2000,original,0,,,0.5210241675376892,,,,0.45077363,,4000000,1
CA,Sacramento,34,2002,general,0,0.40484878420829773,CA_2002,original,0,0.466896116733551,0.466896116733551,,,331039.0,0.34384468,0.44215888,,4008004,2
CA,Sacramento,34,2004,general,0,0.574691891670227,CA_2004,original,0,,,0.501183807849884,,482012.0,0.33286515,0.44144028,,4016016,3
CA,Sacramento,34,2006,general,0,0.42820653319358826,CA_2006,original,0,0.36104607582092285,0.36104607582092285,,,368162.0,0.47560313,0.44453153,,4024036,4
CA,Sacramento,34,2008,general,0,0.6206246614456177,CA_2008,original,0,,,0.5970808863639832,,546660.0,0.4418688,0.45113572,,4032064,5
CA,Sacramento,34,2010,general,0,0.4720572233200073,CA_2010,original,0,0.5960648655891418,0.5960648655891418,,907820.0,428543.0,0.52752,0.4505958,,4040100,6
CA,Sacramento,34,2012,general,0,0.5562309622764587,CA_2012,original,0,,,0.5974012613296509,938540.0,522045.0,0.5862023,0.4539373,,4048144,7
CA,Sacramento,34,2014,general,0,0.3409025967121124,CA_2014,original,0,0.6232825517654419,0.6232825517654419,,970415.0,330817.0,0.66256875,0.45532852,,4056196,8
CA,Sacramento,34,2016,general,0,0.5758376717567444,CA_2016,original,0,,,0.632057785987854,999780.0,575711.0,0.6471945,0.45204914,,4064256,9
CA,Sacramento,34,2018,general,1,0.5086389780044556,CA_2018,original,0,0.58809494972229,0.58809494972229,,1027550.0,522652.0,0.9420666,0.45232043,,4072324,10
CA,Sacramento,34,2020,general,1,0.6240218181818182,CA_2020,extension,1,0.6131452635666912,,0.6131452635666912,1100000.0,686424.0,,,presidential,4080400,11
CA,Sacramento,34,2022,general,1,0.4684381818181818,CA_2022,extension,1,0.6285205974771539,0.6285205974771539,,1100000.0,515282.0,,,governor,4088484,12
CA,Sacramento,34,2024,general,1,0.6181818181818182,CA_2024,extension,1,0.5923076923076923,,0.5923076923076923,1100000.0,680000.0,,,presidential,4096576,13
CA,San Benito,35,1998,general,0,0.4393724203109741,CA_1998,original,0,0.6025764346122742,0.6025764346122742,,30395.0,13302.0,0.19320403,0.47841275,,3992004,0
CA,San Benito,35,2000,general,0,,CA_2000,original,0,,,0.565527081489563,,,,0.4823093,,4000000,1
CA,San Benito,35,2002,general,0,0.41638538241386414,CA_2002,original,0,0.5395112633705139,0.5395112633705139,,,12706.0,0.2992287,0.47539744,,4008004,2
CA,San Benito,35,2004,general,0,0.6297045946121216,CA_2004,original,0,,,0.5310798287391663,,19291.0,0.31885335,0.4654686,,4016016,3
CA,San Benito,35,2006,general,0,0.4762152433395386,CA_2006,original,0,0.3968254029750824,0.3968254029750824,,,14646.0,0.41055578,0.4707626,,4024036,4
CA,San Benito,35,2008,general,0,0.647190272808075,CA_2008,original,0,,,0.6161203384399414,,19982.0,0.4329897,0.47131374,,4032064,5
CA,San Benito,35,2010,general,0,0.5351148843765259,CA_2010,original,0,0.5428515672683716,0.5428515672683716,,30685.0,16420.0,0.46632156,0.46663284,,4040100,6
CA,San Benito,35,2012,general,0,0.5917307138442993,CA_2012,original,0,,,0.6056179404258728,32530.0,19249.0,0.64699465,0.47564706,,4048144,7
CA,San Benito,35,2014,general,0,0.40734291076660156,CA_2014,original,0,0.6352491974830627,0.6352491974830627,,34455.0,14035.0,0.6757392,0.47788393,,4056196,8
CA,San Benito,35,2016,general,0,0.6303369402885437,CA_2016,original,0,,,0.6149199604988098,35765.0,22544.0,0.7091022,0.47237423,,4064256,9
CA,San Benito,35,2018,general,0,0.5535483956336975,CA_2018,original,0,0.5612026453018188,0.5612026453018188,,37200.0,20592.0,0.8516414,0.4696186,,4072324,10
CA,San Benito,35,2020,general,0,0.6733953488372093,CA_2020,extension,1,0.5384643153676762,,0.5384643153676762,43000.0,28956.0,,,presidential,4080400,11
CA,San Benito,35,2022,general,1,0.5128139534883721,CA_2022,extension,1,0.5401445875424905,0.5401445875424905,,43000.0,22051.0,,,governor,4088484,12
CA,San Benito,35,2024,general,1,0.6627906976744186,CA_2024,extension,1,0.5147058823529411,,0.5147058823529411,43000.0,28500.0,,,presidential,4096576,13
CA,San Bernardino,36,1998,general,0,0.35972270369529724,CA_1998,original,0,0.5479674339294434,0.5479674339294434,,989410.0,342735.0,0.21219893,0.39802057,,3992004,0
CA,San Bernardino,36,2000,general,0,,CA_2000,original,0,,,0.4919726252555847,,,,0.4012772,,4000000,1
CA,San Bernardino,36,2002,general,0,0.28688913583755493,CA_2002,original,0,0.4503297805786133,0.4503297805786133,,,294361.0,0.2297451,0.39177978,,4008004,2
CA,San Bernardino,36,2004,general,0,0.4972217082977295,CA_2004,original,0,,,0.44051674008369446,,528387.0,0.2702205,0.39204594,,4016016,3
CA,San Bernardino,36,2006,general,0,0.32603713870048523,CA_2006,original,0,0.350251704454422,0.350251704454422,,,358417.0,0.38549232,0.3930664,,4024036,4
CA,San Bernardino,36,2008,general,0,0.5425601601600647,CA_2008,original,0,,,0.5322965979576111,,616320.0,0.37186038,0.40788853,,4032064,5
CA,San Bernardino,36,2010,general,0,0.3787015378475189,CA_2010,original,0,0.4941982626914978,0.4941982626914978,,1175860.0,445300.0,0.4400045,0.39327016,,4040100,6
CA,San Bernardino,36,2012,general,0,0.4826270639896393,CA_2012,original,0,,,0.5376682877540588,1221670.0,589611.0,0.48046425,0.40955055,,4048144,7
CA,San Bernardino,36,2014,general,0,0.23105065524578094,CA_2014,original,0,0.4685559868812561,0.4685559868812561,,1269345.0,293283.0,0.60045755,0.38431057,,4056196,8
CA,San Bernardino,36,2016,general,0,0.5130760073661804,CA_2016,original,0,,,0.556850254535675,1311445.0,672871.0,0.5730014,0.41382673,,4064256,9
CA,San Bernardino,36,2018,general,0,0.40512901544570923,CA_2018,original,0,0.5153512358665466,0.5153512358665466,,1347820.0,546041.0,0.61693716,0.41130003,,4072324,10
CA,San Bernardino,36,2020,general,0,0.5310121428571428,CA_2020,extension,1,0.5191477141396241,,0.5191477141396241,1400000.0,743417.0,,,presidential,4080400,11
CA,San Bernardino,36,2022,general,0,0.4025192857142857,CA_2022,extension,1,0.5033056970204776,0.5033056970204776,,1400000.0,563527.0,,,governor,4088484,12
CA,San Bernardino,36,2024,general,0,0.5321428571428571,CA_2024,extension,1,0.4965034965034965,,0.4965034965034965,1400000.0,745000.0,,,presidential,4096576,13
CA,San Diego,37,1998,general,0,0.43825554847717285,CA_1998,original,0,0.5165495872497559,0.5165495872497559,,1788075.0,769911.0,0.30760437,0.3662991,,3992004,0
CA,San Diego,37,2000,general,0,,CA_2000,original,0,,,0.479160338640213,,,,0.36312407,,4000000,1
CA,San Diego,37,2002,general,0,0.376107394695282,CA_2002,original,0,0.43953123688697815,0.43953123688697815,,,684285.0,0.27558985,0.36075246,,4008004,2
CA,San Diego,37,2004,general,0,0.6187039017677307,CA_2004,original,0,,,0.4689987301826477,,1145035.0,0.30169296,0.35789856,,4016016,3
CA,San Diego,37,2006,general,0,0.4195914566516876,CA_2006,original,0,0.3157781660556793,0.3157781660556793,,,789676.0,0.40961608,0.36409533,,4024036,4
CA,San Diego,37,2008,general,0,0.6511950492858887,CA_2008,original,0,,,0.5519822835922241,,1245947.0,0.4600268,0.36950785,,4032064,5
CA,San Diego,37,2010,general,0,0.4709450304508209,CA_2010,original,0,0.46927410364151,0.46927410364151,,1967030.0,926363.0,0.55072904,0.36153945,,4040100,6
CA,San Diego,37,2012,general,0,0.5917328000068665,CA_2012,original,0,,,0.5387696027755737,2033460.0,1203265.0,0.5609795,0.3707896,,4048144,7
CA,San Diego,37,2014,general,0,0.3293055295944214,CA_2014,original,0,0.51067054271698,0.51067054271698,,2102710.0,692434.0,0.6495868,0.36448884,,4056196,8
CA,San Diego,37,2016,general,0,0.6192657947540283,CA_2016,original,0,,,0.6062071919441223,2174370.0,1346513.0,0.63641196,0.38032553,,4064256,9
CA,San Diego,37,2018,general,0,0.524703323841095,CA_2018,original,0,0.5685797929763794,0.5685797929763794,,2237310.0,1173924.0,0.68511164,0.38790974,,4072324,10
CA,San Diego,37,2020,general,0,0.64136875,CA_2020,extension,1,0.6139288638495616,,0.6139288638495616,2400000.0,1539285.0,,,presidential,4080400,11
CA,San Diego,37,2022,general,1,0.48496666666666666,CA_2022,extension,1,0.6233894406084114,0.6233894406084114,,2400000.0,1163920.0,,,governor,4088484,12
CA,San Diego,37,2024,general,1,0.6354166666666666,CA_2024,extension,1,0.5958904109589042,,0.5958904109589042,2400000.0,1525000.0,,,presidential,4096576,13
CA,San Francisco,38,1998,general,0,0.45854610204696655,CA_1998,original,0,0.8407407402992249,0.8407407402992249,,553675.0,250719.0,0.2667528,0.6581776,,3992004,0
CA,San Francisco,38,2000,general,0,,CA_2000,original,0,,,0.8242900967597961,,,,0.63516957,,4000000,1
CA,San Francisco,38,2002,general,0,0.40155157446861267,CA_2002,original,0,0.8116223216056824,0.8116223216056824,,,225102.0,0.29078817,0.63927674,,4008004,2
CA,San Francisco,38,2004,general,0,0.6375873684883118,CA_2004,original,0,,,0.8451984524726868,,361822.0,0.3744051,0.6170902,,4016016,3
CA,San Francisco,38,2006,general,0,0.4417177438735962,CA_2006,original,0,0.6783023476600647,0.6783023476600647,,,253719.0,0.42703936,0.63187253,,4024036,4
CA,San Francisco,38,2008,general,0,0.6676653027534485,CA_2008,original,0,,,0.8603729605674744,,388112.0,0.46013778,0.6131473,,4032064,5
CA,San Francisco,38,2010,general,0,0.4897153377532959,CA_2010,original,0,0.8169293403625488,0.8169293403625488,,581205.0,284625.0,0.50349057,0.6210202,,4040100,6
CA,San Francisco,38,2012,general,0,0.6148939728736877,CA_2012,original,0,,,0.8650340437889099,593395.0,364875.0,0.52948546,0.61410046,,4048144,7
CA,San Francisco,38,2014,general,0,0.37977397441864014,CA_2014,original,0,0.8815253376960754,0.8815253376960754,,608820.0,231214.0,0.58914685,0.6209201,,4056196,8
CA,San Francisco,38,2016,general,0,0.6608551740646362,CA_2016,original,0,,,0.9015393257141113,627260.0,414528.0,0.63467604,0.6054972,,4064256,9
CA,San Francisco,38,2018,general,0,0.5766775608062744,CA_2018,original,0,0.8639010190963745,0.8639010190963745,,646545.0,372848.0,0.65700233,0.611526,,4072324,10
CA,San Francisco,38,2020,general,0,0.6134279411764706,CA_2020,extension,1,0.9114955694133559,,0.9114955694133559,680000.0,417131.0,,,presidential,4080400,11
CA,San Francisco,38,2022,general,0,0.4501514705882353,CA_2022,extension,1,0.9267807993906767,0.9267807993906767,,680000.0,306103.0,,,governor,4088484,12
CA,San Francisco,38,2024,general,0,0.5882352941176471,CA_2024,extension,1,0.9007832898172323,,0.9007832898172323,680000.0,400000.0,,,presidential,4096576,13
CA,San Joaquin,39,1998,general,0,0.4066171646118164,CA_1998,original,0,0.5328163504600525,0.5328163504600525,,331050.0,130005.0,0.23432945,0.4168686,,3992004,0
CA,San Joaquin,39,2000,general,0,,CA_2000,original,0,,,0.4938192069530487,,,,0.4235449,,4000000,1
CA,San Joaquin,39,2002,general,0,0.3709102272987366,CA_2002,original,0,0.4799439311027527,0.4799439311027527,,,126991.0,0.28905985,0.41120344,,4008004,2
CA,San Joaquin,39,2004,general,0,0.5420955419540405,CA_2004,original,0,,,0.46285441517829895,,191741.0,0.3354838,0.41684657,,4016016,3
CA,San Joaquin,39,2006,general,0,0.3867051899433136,CA_2006,original,0,0.37264981865882874,0.37264981865882874,,,141159.0,0.41660115,0.4180269,,4024036,4
CA,San Joaquin,39,2008,general,0,0.5638640522956848,CA_2008,original,0,,,0.5543994903564453,,212214.0,0.47954893,0.43345207,,4032064,5
CA,San Joaquin,39,2010,general,0,0.4123884439468384,CA_2010,original,0,0.5187940001487732,0.5187940001487732,,391655.0,161514.0,0.59767574,0.41994482,,4040100,6
CA,San Joaquin,39,2012,general,0,0.5092021226882935,CA_2012,original,0,,,0.57005774974823,406210.0,206843.0,0.64269036,0.439235,,4048144,7
CA,San Joaquin,39,2014,general,0,0.28304871916770935,CA_2014,original,0,0.5354140996932983,0.5354140996932983,,421030.0,119172.0,0.73034775,0.40979087,,4056196,8
CA,San Joaquin,39,2016,general,0,0.5318962931632996,CA_2016,original,0,,,0.5766162276268005,433295.0,230468.0,0.66297275,0.4349902,,4064256,9
CA,San Joaquin,39,2018,general,0,0.4379642605781555,CA_2018,original,0,0.5218782424926758,0.5218782424926758,,448975.0,196635.0,0.7112518,0.4294189,,4072324,10
CA,San Joaquin,39,2020,general,0,0.5652458333333333,CA_2020,extension,1,0.5285604871136982,,0.5285604871136982,480000.0,271318.0,,,presidential,4080400,11
CA,San Joaquin,39,2022,general,0,0.4359125,CA_2022,extension,1,0.5142525369818751,0.5142525369818751,,480000.0,209238.0,,,governor,4088484,12
CA,San Joaquin,39,2024,general,0,0.5625,CA_2024,extension,1,0.5076923076923077,,0.5076923076923077,480000.0,270000.0,,,presidential,4096576,13
CA,San Luis Obispo,40,1998,general,0,0.4928544759750366,CA_1998,original,0,0.5131474137306213,0.5131474137306213,,182390.0,88049.0,0.42888618,0.3632817,,3992004,0
CA,San Luis Obispo,40,2000,general,0,,CA_2000,original,0,,,0.43917739391326904,,,,0.35550848,,4000000,1
CA,San Luis Obispo,40,2002,general,0,0.4507790207862854,CA_2002,original,0,0.40570929646492004,0.40570929646492004,,,83903.0,0.38483724,0.3605126,,4008004,2
CA,San Luis Obispo,40,2004,general,0,0.6859194040298462,CA_2004,original,0,,,0.46349528431892395,,130234.0,0.42541885,0.3576293,,4016016,3
CA,San Luis Obispo,40,2006,general,0,0.5124255418777466,CA_2006,original,0,0.33078670501708984,0.33078670501708984,,,99209.0,0.531222,0.3647376,,4024036,4
CA,San Luis Obispo,40,2008,general,0,0.6793210506439209,CA_2008,original,0,,,0.5275514125823975,,134061.0,0.5103945,0.35884959,,4032064,5
CA,San Luis Obispo,40,2010,general,0,0.5381131768226624,CA_2010,original,0,0.4779731035232544,0.4779731035232544,,200705.0,108002.0,0.58612806,0.3583207,,4040100,6
CA,San Luis Obispo,40,2012,general,0,0.6200610995292664,CA_2012,original,0,,,0.5053247809410095,204525.0,126818.0,0.6327177,0.35902876,,4048144,7
CA,San Luis Obispo,40,2014,general,0,0.4211524724960327,CA_2014,original,0,0.5432441234588623,0.5432441234588623,,208250.0,87705.0,0.71019894,0.36426252,,4056196,8
CA,San Luis Obispo,40,2016,general,0,0.6551368236541748,CA_2016,original,0,,,0.5443859696388245,213215.0,139685.0,0.7065254,0.36300212,,4064256,9
